method,scope,seeds,mae_mean,mae_std,normalized_mae_mean,normalized_mae_std,rmse_mean,rmse_std,normalized_rmse_mean,normalized_rmse_std,pearson_mean,pearson_std,spearman_mean,spearman_std,policy_agreement_mean,policy_agreement_std,optimality_residual_mean_mean,optimality_residual_mean_std,optimality_residual_max_mean,optimality_residual_max_std
MaxQ,all_nonterminal,5,821.7318049327796,8.006698131808772,0.08217318049327796,0.0008006698131808748,1682.8811666725474,13.041650308592486,0.1682881166672547,0.0013041650308592415,0.7297733597084913,0.0047535885294554365,0.5641275232511529,0.0031992590354630594,0.9106496913580248,0.0010383079137747772,420.27369299596137,3.1666559938319514,9899.999999999993,0.0
MaxQ,q1,5,150.80235413561678,2.2590718725429437,0.015080235413561677,0.00022590718725429428,224.24990617279596,2.142976923782752,0.022424990617279598,0.0002142976923782749,0.6052443849234442,0.008589986696982433,0.5971322579279184,0.01028000112682199,0.9250370370370371,0.0009509153573088085,73.86069838199363,1.0661814061685684,927.5288733832534,12.662537037059609
MaxQ,q2,5,1492.6612557299425,16.424720947355574,0.14926612557299423,0.0016424720947355526,2369.3620474070676,18.68387289178461,0.23693620474070673,0.0018683872891784564,0.6692770769050537,0.005480286506355661,0.6302778304417107,0.006885993867655308,0.8962623456790123,0.00114689256648612,766.6866876099291,6.9062040045253585,9899.999999999993,0.0
Policy Evaluation,all_nonterminal,5,40.5256533814116,3.174937196923721,0.004052565338141159,0.0003174937196923719,94.46758464882689,3.9762922616199377,0.009446758464882687,0.0003976292261619937,0.9993330952009835,8.400351219605152e-05,0.9987095376090342,0.0001592698200742325,0.9106496913580248,0.0010383079137747772,5.138732280293387,0.18315889072720587,4448.38074481228,21.924070435436164
Policy Evaluation,q1,5,11.805459291451474,2.9951364550243196,0.0011805459291451474,0.00029951364550243195,18.033268328450795,2.6295480343755844,0.0018033268328450799,0.00026295480343755843,0.9982884270737179,0.00031565936071545315,0.9974961356841572,0.0002535948427911096,0.9250370370370371,0.0009509153573088085,0.8715557061050211,0.03796579281076075,376.9344071586264,6.5750570561945585
Policy Evaluation,q2,5,69.24584747137172,3.9752560411548448,0.006924584747137171,0.0003975256041154845,132.3489361097915,5.613975436489856,0.01323489361097915,0.0005613975436489856,0.9989380461820074,0.00013963850099401709,0.9983750412451322,0.0002218515967778037,0.8962623456790123,0.00114689256648612,9.405908854481751,0.35054985666393723,4448.38074481228,21.924070435436164
