comparison,scope,seeds,mae_mean,mae_std,normalized_mae_mean,normalized_mae_std,rmse_mean,rmse_std,normalized_rmse_mean,normalized_rmse_std,pearson_mean,pearson_std,spearman_mean,spearman_std
MaxQ vs Policy Evaluation,all_nonterminal,5,781.2061515513681,6.40442917983825,0.0781206151551368,0.0006404429179838276,1638.605735917631,12.195061614121188,0.1638605735917631,0.0012195061614121126,0.7321649075253589,0.004601073541403585,0.5652716929953071,0.0032916625841628347
MaxQ vs Policy Evaluation,q1,5,138.99689484416527,1.952770101554692,0.013899689484416528,0.00019527701015546931,213.30017209609883,2.829569313915454,0.02133001720960988,0.00028295693139154587,0.6062264947254422,0.009212438638235732,0.5977726443214417,0.010606249562871078
MaxQ vs Policy Evaluation,q2,5,1423.4154082585708,14.577740504500314,0.14234154082585707,0.001457774050450028,2307.497022951823,17.534931126481048,0.23074970229518232,0.0017534931126481064,0.6722363988649865,0.005244070889977665,0.6323547453248751,0.007108350200735569
