experiment,policy,category,training_seed,evaluation_seed,evaluation_episodes,successes,failures,is_continuing,max_cycles_per_episode,max_episode_steps,success_rate,failure_rate,mean_completed_cycles,std_completed_cycles,zero_cycles_rate,exactly_one_cycle_rate,exactly_two_cycles_rate,three_cycles_rate,at_least_one_cycle_rate,at_least_two_cycles_rate,at_least_three_cycles_rate,mean_task_return,std_task_return,mean_environment_return,std_environment_return,mean_episode_length,std_episode_length,mean_dfa_transitions,std_dfa_transitions,terminated_rate,truncated_rate,cycle_cap_rate
traj2_landing_shaped,best_policy_seed_42.pth,best,42,200000,1000,873,0,0,3,gym_default,0.873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8730.0,3329.729718760969,161.43206871560776,243.07439494225707,406.527,109.43992539745264,2.664,0.911649055283885,0.997,0.003,0.0
traj2_landing_shaped,best_policy_seed_43.pth,best,43,200000,1000,942,0,0,3,gym_default,0.942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.0,2337.4344910606587,202.64172351209302,190.06808125438258,416.428,117.76039578737836,2.847,0.6368602672486326,0.998,0.002,0.0
traj2_landing_shaped,best_policy_seed_44.pth,best,44,200000,1000,983,0,0,3,gym_default,0.983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9830.0,1292.7103310486848,240.41184172763397,80.8301933418462,370.996,74.36254422758813,2.951,0.3776228276998096,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_45.pth,best,45,200000,1000,958,0,0,3,gym_default,0.958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9580.0,2005.8913230780975,226.2936658248111,82.64277700615423,426.451,60.73125718277204,2.939,0.3086729660984259,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_46.pth,best,46,200000,1000,989,0,0,3,gym_default,0.989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0,1043.0244484191155,240.8632574861586,28.165951294970466,474.75,133.98698257666675,2.987,0.12973434394947236,0.998,0.002,0.0
traj2_landing_shaped,best_policy_seed_47.pth,best,47,200000,1000,962,0,0,3,gym_default,0.962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.0,1911.9623427254,225.94134507220377,111.13942565426879,354.967,58.35799783234514,2.892,0.5480291963025327,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_48.pth,best,48,200000,1000,0,0,0,3,gym_default,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.91913729855116,203.5654940214014,132.945,76.69835705541547,0.458,0.49823287727728277,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_49.pth,best,49,200000,1000,998,0,0,3,gym_default,0.998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9980.0,446.7661580737735,243.38625486267208,21.07414695760115,403.193,73.5185537874624,2.998,0.044676615807377355,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_50.pth,best,50,200000,1000,985,0,0,3,gym_default,0.985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9850.0,1215.524578114322,245.93185786180246,57.95400624426856,356.431,47.111285686128326,2.97,0.25903667693977234,1.0,0.0,0.0
traj2_landing_shaped,best_policy_seed_51.pth,best,51,200000,1000,568,0,0,3,gym_default,0.568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5680.0,4953.54418573207,188.07622650002403,158.31605041992322,411.69,115.63398246190434,2.467,0.7327421101588197,0.998,0.002,0.0
traj2_landing_shaped,last_policy_seed_42.pth,last,42,200000,1000,675,0,0,3,gym_default,0.675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6750.0,4683.748498798798,37.12849024808165,307.1430305922663,413.267,175.32255334382967,2.258,1.1512758140428383,0.977,0.023,0.0
traj2_landing_shaped,last_policy_seed_43.pth,last,43,200000,1000,941,0,0,3,gym_default,0.941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9410.0,2356.24701591323,221.2171749899048,135.34048386456507,354.408,79.88366250992752,2.873,0.5318561835684529,1.0,0.0,0.0
traj2_landing_shaped,last_policy_seed_44.pth,last,44,200000,1000,944,0,0,3,gym_default,0.944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9440.0,2299.217258111986,234.4785787968901,63.657852961393786,347.979,68.87089776531158,2.93,0.3051229260478472,1.0,0.0,0.0
traj2_landing_shaped,last_policy_seed_45.pth,last,45,200000,1000,752,0,0,3,gym_default,0.752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.0,4318.518264405049,51.879651257941354,419.4144643182587,500.815,231.99698009887973,2.396,1.119457011233571,0.9,0.101,0.0
traj2_landing_shaped,last_policy_seed_46.pth,last,46,200000,1000,723,0,0,3,gym_default,0.723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,4475.164801434691,153.0560312413079,171.49569035936656,460.109,262.35474670567714,2.442,0.9341498809077695,0.852,0.148,0.0
