experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_180x180,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9855,0.019931131427994766,0.6894,0.22876153522828088
