experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_48x48,F(wp1 & X(F(wp2 & X(F(wp3 & X(F(g1))))))),primary,10,1000,success_rate,0.7494,0.37578323538976566,0.4586,0.37600643611512824
