experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_180x180,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9007,0.11238064780023292,0.6726000000000001,0.268641843352818
