experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_12x12,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.778,0.11315741248367248,0.5306,0.24925416746766743
