experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_180x180,F(wp1 & X(F(wp2 & X(F(wp3 & X(F(wp4 & X(F(g1))))))))),primary,10,1000,success_rate,0.8854,0.2954025050672387,0.5891,0.4191454282227112
