experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
baseline,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.053000000000000005,0.15866694677846424,0.0091,0.0273
