experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_12x12,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9414,0.05647866853954686,0.7527,0.14574501706747986
