experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_24x24,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9702999999999999,0.02537735210773575,0.8129,0.09138867544723472
