experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
with_maxq,F(wp1 & X(F(g1))),primary,10,1000,success_rate,0.9040999999999999,0.0893414237630003,0.6566,0.25987504689754265
