experiment,policy,category,training_seed,evaluation_seed,episode,max_cycles_per_episode,max_episode_steps,success,failure,completed_cycles,at_least_one_cycle,at_least_two_cycles,at_least_three_cycles,task_return,environment_return,episode_length,dfa_transitions,reached_dfa_states,env_terminated,env_truncated,stopped_at_cycle_cap
prova_atterraggio,best_policy.pth,best,,,452,3,gym_default,1,0,0,0,0,0,10000.0,239.31890464724117,449,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,453,3,gym_default,1,0,0,0,0,0,10000.0,223.9795200243451,615,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,454,3,gym_default,1,0,0,0,0,0,10000.0,236.35305239596826,474,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,455,3,gym_default,1,0,0,0,0,0,10000.0,164.13511085950148,941,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,456,3,gym_default,1,0,0,0,0,0,10000.0,153.58922254442217,941,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,457,3,gym_default,1,0,0,0,0,0,10000.0,139.32465936149094,921,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,458,3,gym_default,1,0,0,0,0,0,10000.0,226.1616499643375,367,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,459,3,gym_default,1,0,0,0,0,0,10000.0,244.70515148252818,341,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,460,3,gym_default,1,0,0,0,0,0,10000.0,229.96319770671823,363,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,461,3,gym_default,0,0,0,0,0,0,0.0,-716.5642688906995,750,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,462,3,gym_default,1,0,0,0,0,0,10000.0,237.10067998193207,334,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,463,3,gym_default,1,0,0,0,0,0,10000.0,224.47981462848162,374,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,464,3,gym_default,1,0,0,0,0,0,10000.0,240.82169318164182,317,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,465,3,gym_default,0,0,0,0,0,0,0.0,-393.44447485166614,328,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,466,3,gym_default,0,0,0,0,0,0,0.0,-355.5793485212297,284,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,467,3,gym_default,0,0,0,0,0,0,0.0,-31.352440062538747,177,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,468,3,gym_default,1,0,0,0,0,0,10000.0,214.5722514255346,528,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,469,3,gym_default,0,0,0,0,0,0,0.0,-556.7955209734739,322,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,470,3,gym_default,1,0,0,0,0,0,10000.0,174.70913816472108,916,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,471,3,gym_default,0,0,0,0,0,0,0.0,-637.1666650749715,473,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,472,3,gym_default,1,0,0,0,0,0,10000.0,228.7538157783728,318,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,473,3,gym_default,0,0,0,0,0,0,0.0,-629.6714372980417,281,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,474,3,gym_default,0,0,0,0,0,0,0.0,-452.53176824291495,397,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,475,3,gym_default,1,0,0,0,0,0,10000.0,232.76964903150233,344,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,476,3,gym_default,1,0,0,0,0,0,10000.0,252.0773579003992,357,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,477,3,gym_default,0,0,0,0,0,0,0.0,-261.4989489675311,250,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,478,3,gym_default,1,0,0,0,0,0,10000.0,130.99630812881,815,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,479,3,gym_default,1,0,0,0,0,0,10000.0,230.0782963033741,326,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,480,3,gym_default,1,0,0,0,0,0,10000.0,226.77990003018044,353,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,481,3,gym_default,1,0,0,0,0,0,10000.0,231.37919707904112,331,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,482,3,gym_default,1,0,0,0,0,0,10000.0,223.8690711455495,322,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,483,3,gym_default,0,0,0,0,0,0,0.0,-191.5594370717408,671,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,484,3,gym_default,1,0,0,0,0,0,10000.0,252.85369503098238,342,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,485,3,gym_default,1,0,0,0,0,0,10000.0,245.67970347919135,341,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,486,3,gym_default,1,0,0,0,0,0,10000.0,205.4650340972786,735,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,487,3,gym_default,0,0,0,0,0,0,0.0,-117.88125319980043,1000,0,1,0,1,0
prova_atterraggio,best_policy.pth,best,,,488,3,gym_default,1,0,0,0,0,0,10000.0,256.08678662112436,380,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,489,3,gym_default,1,0,0,0,0,0,10000.0,211.30640658256493,527,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,490,3,gym_default,1,0,0,0,0,0,10000.0,261.78641873588754,429,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,491,3,gym_default,1,0,0,0,0,0,10000.0,254.5200715265044,431,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,492,3,gym_default,1,0,0,0,0,0,10000.0,255.21623429571372,316,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,493,3,gym_default,1,0,0,0,0,0,10000.0,225.50137077005115,309,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,494,3,gym_default,0,0,0,0,0,0,0.0,-584.682352796595,264,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,495,3,gym_default,1,0,0,0,0,0,10000.0,226.73652621944302,503,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,496,3,gym_default,1,0,0,0,0,0,10000.0,262.18710987098325,457,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,497,3,gym_default,0,0,0,0,0,0,0.0,-315.66875731793147,129,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,498,3,gym_default,0,0,0,0,0,0,0.0,-269.2432471523488,491,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,499,3,gym_default,1,0,0,0,0,0,10000.0,241.27956921686928,383,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,500,3,gym_default,1,0,0,0,0,0,10000.0,280.85565315995166,383,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,501,3,gym_default,1,0,0,0,0,0,10000.0,209.86940197783917,554,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,502,3,gym_default,0,0,0,0,0,0,0.0,-551.3228429987821,307,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,503,3,gym_default,0,0,0,0,0,0,0.0,-534.0255732397413,765,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,504,3,gym_default,1,0,0,0,0,0,10000.0,207.99837835565023,340,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,505,3,gym_default,1,0,0,0,0,0,10000.0,270.0186891504386,321,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,506,3,gym_default,0,0,0,0,0,0,0.0,-231.20160063860337,1000,1,1|2,0,1,0
prova_atterraggio,best_policy.pth,best,,,507,3,gym_default,0,0,0,0,0,0,0.0,-316.48853857756933,315,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,508,3,gym_default,1,0,0,0,0,0,10000.0,235.36635445313868,349,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,509,3,gym_default,1,0,0,0,0,0,10000.0,237.33571593888567,342,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,510,3,gym_default,1,0,0,0,0,0,10000.0,245.3645901063114,458,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,511,3,gym_default,0,0,0,0,0,0,0.0,-409.5317749695234,423,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,512,3,gym_default,1,0,0,0,0,0,10000.0,249.8564796328647,326,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,513,3,gym_default,1,0,0,0,0,0,10000.0,260.7202126557505,395,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,514,3,gym_default,1,0,0,0,0,0,10000.0,258.8746424286987,341,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,515,3,gym_default,0,0,0,0,0,0,0.0,-299.4019159373963,127,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,516,3,gym_default,0,0,0,0,0,0,0.0,-629.2983656456605,383,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,517,3,gym_default,1,0,0,0,0,0,10000.0,270.6390145839464,319,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,518,3,gym_default,1,0,0,0,0,0,10000.0,249.26023712873445,312,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,519,3,gym_default,0,0,0,0,0,0,0.0,-744.0260208350944,324,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,520,3,gym_default,1,0,0,0,0,0,10000.0,265.26799874168984,321,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,521,3,gym_default,1,0,0,0,0,0,10000.0,197.6649741776443,608,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,522,3,gym_default,1,0,0,0,0,0,10000.0,256.92061116438856,316,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,523,3,gym_default,1,0,0,0,0,0,10000.0,252.50756602125554,313,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,524,3,gym_default,1,0,0,0,0,0,10000.0,245.4021975211282,353,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,525,3,gym_default,1,0,0,0,0,0,10000.0,254.93311653270428,365,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,526,3,gym_default,1,0,0,0,0,0,10000.0,242.69234880631583,326,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,527,3,gym_default,0,0,0,0,0,0,0.0,-394.93723141540954,1000,2,1|2|3,0,1,0
prova_atterraggio,best_policy.pth,best,,,528,3,gym_default,1,0,0,0,0,0,10000.0,253.88059357207837,313,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,529,3,gym_default,0,0,0,0,0,0,0.0,-634.6967215290647,383,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,530,3,gym_default,0,0,0,0,0,0,0.0,244.46965904515278,344,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,531,3,gym_default,0,0,0,0,0,0,0.0,-304.78951520395475,117,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,532,3,gym_default,1,0,0,0,0,0,10000.0,222.66276033867973,330,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,533,3,gym_default,0,0,0,0,0,0,0.0,-267.18965283968555,98,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,534,3,gym_default,1,0,0,0,0,0,10000.0,214.9808289964854,487,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,535,3,gym_default,1,0,0,0,0,0,10000.0,270.4603422230554,450,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,536,3,gym_default,1,0,0,0,0,0,10000.0,216.2079326676038,381,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,537,3,gym_default,0,0,0,0,0,0,0.0,-319.3280802544561,130,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,538,3,gym_default,1,0,0,0,0,0,10000.0,249.7578163422054,326,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,539,3,gym_default,1,0,0,0,0,0,10000.0,277.27878468791835,325,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,540,3,gym_default,1,0,0,0,0,0,10000.0,258.6573909135947,312,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,541,3,gym_default,1,0,0,0,0,0,10000.0,251.99716340407338,350,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,542,3,gym_default,0,0,0,0,0,0,0.0,-46.94984314980183,1000,2,1|2|3,0,1,0
prova_atterraggio,best_policy.pth,best,,,543,3,gym_default,1,0,0,0,0,0,10000.0,258.61879892798447,334,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,544,3,gym_default,0,0,0,0,0,0,0.0,-358.6226518033554,927,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,545,3,gym_default,0,0,0,0,0,0,0.0,18.930725387624822,1000,2,1|2|3,0,1,0
prova_atterraggio,best_policy.pth,best,,,546,3,gym_default,0,0,0,0,0,0,0.0,-603.7179480690658,270,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,547,3,gym_default,1,0,0,0,0,0,10000.0,196.94264504396912,603,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,548,3,gym_default,1,0,0,0,0,0,10000.0,191.10528044764902,648,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,549,3,gym_default,1,0,0,0,0,0,10000.0,231.44436215214233,325,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,550,3,gym_default,1,0,0,0,0,0,10000.0,254.77465420741305,338,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,551,3,gym_default,1,0,0,0,0,0,10000.0,252.85804595707685,412,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,552,3,gym_default,1,0,0,0,0,0,10000.0,234.58106464679935,364,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,553,3,gym_default,1,0,0,0,0,0,10000.0,236.4903885987943,370,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,554,3,gym_default,0,0,0,0,0,0,0.0,-577.5870437229703,298,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,555,3,gym_default,0,0,0,0,0,0,0.0,-302.93047550098635,328,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,556,3,gym_default,1,0,0,0,0,0,10000.0,201.77885948021407,617,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,557,3,gym_default,1,0,0,0,0,0,10000.0,236.76924845798646,308,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,558,3,gym_default,1,0,0,0,0,0,10000.0,223.85608369360358,356,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,559,3,gym_default,1,0,0,0,0,0,10000.0,222.55600476751232,532,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,560,3,gym_default,1,0,0,0,0,0,10000.0,209.74569281928018,442,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,561,3,gym_default,0,0,0,0,0,0,0.0,-612.1838666667799,513,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,562,3,gym_default,0,0,0,0,0,0,0.0,-335.01303298624657,126,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,563,3,gym_default,1,0,0,0,0,0,10000.0,278.6779578528825,324,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,564,3,gym_default,1,0,0,0,0,0,10000.0,230.65365085182813,402,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,565,3,gym_default,1,0,0,0,0,0,10000.0,250.29165130070191,467,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,566,3,gym_default,1,0,0,0,0,0,10000.0,255.9030231867423,316,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,567,3,gym_default,1,0,0,0,0,0,10000.0,200.06711943791987,501,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,568,3,gym_default,1,0,0,0,0,0,10000.0,257.67798162903614,327,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,569,3,gym_default,1,0,0,0,0,0,10000.0,279.21911675094873,345,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,570,3,gym_default,1,0,0,0,0,0,10000.0,268.63439117215376,393,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,571,3,gym_default,1,0,0,0,0,0,10000.0,231.63426755188917,597,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,572,3,gym_default,1,0,0,0,0,0,10000.0,236.3853628749233,383,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,573,3,gym_default,1,0,0,0,0,0,10000.0,225.16239015903744,330,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,574,3,gym_default,1,0,0,0,0,0,10000.0,239.22423973931618,346,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,575,3,gym_default,1,0,0,0,0,0,10000.0,227.2931987815338,338,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,576,3,gym_default,1,0,0,0,0,0,10000.0,234.66808117662728,608,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,577,3,gym_default,0,0,0,0,0,0,0.0,-701.7769846401336,824,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,578,3,gym_default,0,0,0,0,0,0,0.0,-226.8790875003594,100,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,579,3,gym_default,1,0,0,0,0,0,10000.0,254.34022213150385,332,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,580,3,gym_default,1,0,0,0,0,0,10000.0,224.70027900161892,405,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,581,3,gym_default,1,0,0,0,0,0,10000.0,269.3189609392348,321,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,582,3,gym_default,1,0,0,0,0,0,10000.0,245.5379574957818,326,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,583,3,gym_default,1,0,0,0,0,0,10000.0,247.527884771671,351,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,584,3,gym_default,1,0,0,0,0,0,10000.0,225.76357044030735,346,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,585,3,gym_default,1,0,0,0,0,0,10000.0,246.28295048688864,330,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,586,3,gym_default,1,0,0,0,0,0,10000.0,244.39278386124565,408,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,587,3,gym_default,1,0,0,0,0,0,10000.0,273.6226024559776,333,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,588,3,gym_default,1,0,0,0,0,0,10000.0,259.5703239584667,315,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,589,3,gym_default,1,0,0,0,0,0,10000.0,258.3635820102278,309,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,590,3,gym_default,1,0,0,0,0,0,10000.0,261.58755166544154,308,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,591,3,gym_default,0,0,0,0,0,0,0.0,-445.0498039937185,246,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,592,3,gym_default,0,0,0,0,0,0,0.0,-367.4387507762344,298,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,593,3,gym_default,1,0,0,0,0,0,10000.0,157.01760100832635,758,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,594,3,gym_default,1,0,0,0,0,0,10000.0,253.0863664228156,504,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,595,3,gym_default,1,0,0,0,0,0,10000.0,205.23563276846062,713,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,596,3,gym_default,0,0,0,0,0,0,0.0,-556.4080152954168,127,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,597,3,gym_default,0,0,0,0,0,0,0.0,-147.4972699173918,666,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,598,3,gym_default,1,0,0,0,0,0,10000.0,246.8776064969422,333,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,599,3,gym_default,1,0,0,0,0,0,10000.0,136.07535488788614,822,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,600,3,gym_default,0,0,0,0,0,0,0.0,-576.3316936221819,327,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,601,3,gym_default,1,0,0,0,0,0,10000.0,230.3917406371886,574,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,602,3,gym_default,1,0,0,0,0,0,10000.0,268.1125028023671,405,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,603,3,gym_default,1,0,0,0,0,0,10000.0,240.26419909026163,447,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,604,3,gym_default,1,0,0,0,0,0,10000.0,240.078592857733,423,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,605,3,gym_default,1,0,0,0,0,0,10000.0,251.65513300796894,428,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,606,3,gym_default,0,0,0,0,0,0,0.0,-259.05792153598213,206,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,607,3,gym_default,0,0,0,0,0,0,0.0,-591.6298519797123,399,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,608,3,gym_default,1,0,0,0,0,0,10000.0,250.87898982448746,330,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,609,3,gym_default,0,0,0,0,0,0,0.0,-421.58126048061814,223,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,610,3,gym_default,0,0,0,0,0,0,0.0,-526.6661432053484,269,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,611,3,gym_default,1,0,0,0,0,0,10000.0,249.8849390686956,458,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,612,3,gym_default,1,0,0,0,0,0,10000.0,252.67946492565184,319,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,613,3,gym_default,0,0,0,0,0,0,0.0,-639.0520076027269,314,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,614,3,gym_default,1,0,0,0,0,0,10000.0,213.42813023476967,356,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,615,3,gym_default,0,0,0,0,0,0,0.0,-345.32532759636894,430,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,616,3,gym_default,1,0,0,0,0,0,10000.0,228.70263888140715,352,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,617,3,gym_default,0,0,0,0,0,0,0.0,-459.8546420249535,137,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,618,3,gym_default,0,0,0,0,0,0,0.0,-334.9884681706383,583,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,619,3,gym_default,1,0,0,0,0,0,10000.0,243.36967545874117,322,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,620,3,gym_default,0,0,0,0,0,0,0.0,-234.02542829284772,534,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,621,3,gym_default,1,0,0,0,0,0,10000.0,229.4085583068896,403,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,622,3,gym_default,1,0,0,0,0,0,10000.0,217.49149849470012,571,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,623,3,gym_default,0,0,0,0,0,0,0.0,-361.28745595094756,348,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,624,3,gym_default,0,0,0,0,0,0,0.0,-118.94169613129637,1000,0,1,0,1,0
prova_atterraggio,best_policy.pth,best,,,625,3,gym_default,1,0,0,0,0,0,10000.0,251.93335319849928,454,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,626,3,gym_default,1,0,0,0,0,0,10000.0,214.52753618941767,362,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,627,3,gym_default,1,0,0,0,0,0,10000.0,222.28307344520704,340,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,628,3,gym_default,0,0,0,0,0,0,0.0,-631.148830211021,394,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,629,3,gym_default,0,0,0,0,0,0,0.0,-115.90145438478237,456,2,1|2|3,1,0,0
prova_atterraggio,best_policy.pth,best,,,630,3,gym_default,1,0,0,0,0,0,10000.0,238.31929484024977,358,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,631,3,gym_default,1,0,0,0,0,0,10000.0,255.15817371446494,401,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,632,3,gym_default,1,0,0,0,0,0,10000.0,219.4550605645896,335,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,633,3,gym_default,1,0,0,0,0,0,10000.0,200.7199437995624,661,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,634,3,gym_default,1,0,0,0,0,0,10000.0,240.23254874482657,323,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,635,3,gym_default,1,0,0,0,0,0,10000.0,254.174404581613,410,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,636,3,gym_default,1,0,0,0,0,0,10000.0,280.3862320605357,391,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,637,3,gym_default,0,0,0,0,0,0,0.0,-468.7132581956105,215,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,638,3,gym_default,1,0,0,0,0,0,10000.0,224.10331490591003,565,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,639,3,gym_default,0,0,0,0,0,0,0.0,-666.6699485239487,581,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,640,3,gym_default,0,0,0,0,0,0,0.0,-297.8088653889629,125,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,641,3,gym_default,0,0,0,0,0,0,0.0,-123.02844163132839,447,0,1,1,0,0
prova_atterraggio,best_policy.pth,best,,,642,3,gym_default,1,0,0,0,0,0,10000.0,216.60827828743084,680,3,1|2|3|4,1,0,0
prova_atterraggio,best_policy.pth,best,,,643,3,gym_default,0,0,0,0,0,0,0.0,-399.50659629961194,421,1,1|2,1,0,0
prova_atterraggio,best_policy.pth,best,,,644,3,gym_default,1,0,0,0,0,0,10000.0,257.3659576872924,316,3,1|2|3|4,1,0,0
