experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_180x180,F(wp1 & X(F(wp2 & X(F(wp3 & X(F(g1))))))),primary,10,1000,success_rate,0.6422999999999999,0.42292246334286854,0.1471,0.21625607505917607
