experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_24x24,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9823000000000001,0.012822246293064266,0.8243,0.08034556615022385
