experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
baseline,F(wp1 & X(F(g1))),primary,10,1000,success_rate,0.16099999999999998,0.30524842341935204,0.0199,0.0597
