experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_360x360,F(wp1 & X(F(wp2 & X(F(wp3 & X(F(wp4 & X(F(g1))))))))),primary,10,1000,success_rate,0.8556000000000001,0.2865027748556722,0.6174999999999999,0.3073497193751769
