experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
with_pe,F(wp1 & X(F(g1))),primary,10,1000,success_rate,0.9639999999999999,0.03976430560188371,0.7051000000000001,0.2511037435005699
