experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_48x48,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.9833999999999999,0.01598249041920565,0.7685,0.3251652656727037
