experiment,task,learner,training_seeds,evaluation_episodes_per_policy,metric,best_mean,best_std,last_mean,last_std
vi_48x48,F(wp1 & X(F(wp2 & X(F(g1))))),primary,10,1000,success_rate,0.8800999999999999,0.28630558848894305,0.5498999999999999,0.35096052484574386
